IP1,IP2,IP3,IP4,case
107,237,16,85,0
226,83,253,184,0
159,95,192,228,0
185,85,154,32,0
216,34,187,229,0
133,168,12,42,0
152,170,189,134,0
143,183,27,249,0
71,203,4,156,0
51,58,189,210,0
92,44,132,82,0
36,30,148,8,0
248,23,123,237,0
223,26,235,71,0
85,176,1,193,0
7,128,114,237,0
54,102,123,231,0
112,200,30,183,0
18,75,70,192,0
212,204,111,143,0
62,167,153,250,0
167,219,114,82,0
28,161,3,180,0
248,19,177,1,0
135,52,85,148,0
141,241,196,132,0
38,147,29,79,0
93,218,78,116,0
121,226,173,192,0
49,48,98,135,0
227,173,160,73,0
159,143,240,88,0
65,112,33,234,0
230,186,163,76,0
152,195,223,121,0
185,216,69,56,0
4,175,43,123,0
144,154,238,67,0
131,145,98,226,0
36,135,149,199,0
151,166,68,194,0
219,132,56,70,0
196,99,72,100,0
171,176,159,74,0
95,195,51,114,0
9,14,149,225,0
47,7,15,171,0
179,225,124,143,0
18,148,35,227,0
2,187,135,240,0
6,16,4,15,0
219,220,203,58,0
54,190,57,238,0
163,241,219,175,0
138,81,64,254,0
221,141,98,24,0
86,229,196,24,0
150,58,4,28,0
76,120,232,208,0
130,16,82,74,0
101,15,177,210,0
132,62,208,129,0
147,206,114,6,0
83,210,22,200,0
14,54,241,166,0
212,224,231,250,0
140,178,139,69,0
164,227,101,106,0
243,186,238,40,0
207,136,137,47,0
140,155,111,200,0
7,68,79,29,0
210,133,52,169,0
170,200,88,131,0
59,249,130,51,0
70,38,71,128,0
97,238,216,235,0
120,126,10,125,0
157,61,204,155,0
145,147,163,187,0
76,154,216,130,0
116,113,79,39,0
55,246,224,29,0
180,38,115,223,0
182,11,2,97,0
242,29,53,236,0
74,250,106,126,0
108,237,206,140,0
101,11,67,142,0
172,155,218,44,0
82,231,191,108,0
11,209,196,41,0
178,10,136,153,0
224,45,242,22,0
30,227,95,241,0
129,177,15,100,0
114,149,176,192,0
219,126,91,15,0
154,155,221,51,0
154,82,231,48,0
113,207,235,100,0
248,175,110,188,0
69,152,155,147,0
15,120,36,159,0
157,65,239,21,0
79,54,213,128,0
205,133,15,201,0
253,251,248,150,0
33,127,15,101,0
179,139,55,44,0
198,168,37,96,0
121,141,23,92,0
147,175,45,108,0
1,90,106,192,0
118,183,230,37,0
62,25,239,29,0
86,19,69,199,0
105,213,194,61,0
82,198,21,242,0
108,148,145,10,0
21,39,71,159,0
70,136,57,254,0
137,168,61,49,0
140,255,232,25,0
226,25,59,105,0
10,75,125,34,0
44,12,123,68,0
204,104,139,178,0
242,245,85,3,0
115,49,187,53,0
86,67,147,240,0
157,102,70,62,0
140,218,85,146,0
211,180,221,138,0
229,1,181,13,0
52,44,134,52,0
17,40,234,199,0
82,235,202,182,0
121,92,248,47,0
170,71,2,206,0
120,79,81,226,0
138,67,184,156,0
250,86,24,23,0
208,153,49,239,0
207,243,16,237,0
129,21,186,215,0
211,148,52,42,0
114,166,177,243,0
8,133,153,201,0
10,248,179,103,0
241,248,251,116,0
41,58,196,171,0
59,143,26,4,0
76,75,241,143,0
21,19,251,11,0
39,231,125,94,0
59,163,190,61,0
171,213,9,201,0
27,216,157,158,0
72,166,167,99,0
9,46,92,117,0
48,121,150,28,0
102,227,41,32,0
143,18,164,113,0
235,167,139,60,0
220,81,96,76,0
152,127,142,205,0
170,64,48,169,0
94,228,212,110,0
107,49,227,111,0
171,114,97,77,0
178,36,138,161,0
33,214,102,155,0
206,114,81,46,0
138,132,18,109,0
154,127,100,243,0
135,224,189,99,0
144,149,106,230,0
212,242,167,94,0
49,37,208,248,0
187,130,252,224,0
109,1,172,125,0
158,84,238,149,0
151,15,68,237,0
53,11,101,105,0
2,137,25,1,0
170,161,225,47,0
10,64,176,128,0
78,120,109,250,0
22,111,161,137,0
84,145,30,200,0
94,164,186,15,0
75,122,106,39,0
235,104,84,149,0
76,201,241,97,0
96,172,237,4,0
21,109,197,83,0
19,173,122,113,0
191,51,83,104,0
214,19,22,252,0
204,202,241,223,0
85,36,220,95,0
144,43,158,11,0
149,99,185,226,0
224,215,166,161,0
95,113,247,173,0
5,38,252,238,0
249,62,152,231,0
116,190,232,71,0
194,62,120,219,0
33,101,202,61,0
228,44,31,244,0
129,148,188,10,0
11,112,205,62,0
129,129,117,31,0
216,97,147,139,0
28,168,80,170,0
95,52,117,207,0
190,205,52,198,0
154,247,65,5,0
253,199,204,177,0
170,89,237,61,0
186,51,11,47,0
233,239,93,120,0
163,246,188,224,0
62,47,87,205,0
132,85,250,28,0
70,243,106,217,0
197,3,18,91,0
144,130,53,60,0
32,57,104,177,0
249,129,59,228,0
164,197,55,20,0
196,114,7,20,0
172,64,186,44,0
38,223,51,222,0
100,37,17,196,0
189,104,49,181,0
152,226,35,224,0
243,125,241,243,0
207,116,66,128,0
113,70,33,233,0
59,209,48,176,0
231,19,138,64,0
81,104,213,252,0
146,194,229,194,0
97,204,52,224,0
21,173,51,46,0
128,255,197,83,0
136,11,58,206,0
97,60,182,106,0
62,234,85,64,0
96,252,131,207,0
131,12,120,145,0
85,196,209,65,0
34,117,235,63,0
191,170,77,119,0
254,4,169,66,0
237,12,83,16,0
224,45,21,234,0
93,210,154,226,0
120,242,123,158,0
136,58,53,120,0
139,172,70,116,0
11,122,37,74,0
198,157,86,192,0
78,14,145,106,0
59,149,241,78,0
115,212,177,105,0
96,32,44,79,0
22,24,177,198,0
89,177,150,8,0
208,27,167,7,0
138,154,55,190,0
63,112,152,204,0
169,232,194,17,0
28,31,96,97,0
216,81,81,54,0
209,5,89,65,0
99,67,20,187,0
135,183,162,198,0
194,32,53,154,0
140,178,208,60,0
180,164,214,24,0
105,227,81,235,0
111,158,237,186,0
80,149,100,4,0
32,23,62,86,0
65,210,214,74,0
234,36,56,24,0
37,88,65,207,0
129,74,122,94,0
212,32,249,148,0
32,155,98,120,0
232,141,15,19,0
223,55,10,210,0
184,250,156,2,0
22,235,31,135,0
70,172,181,13,0
150,35,239,112,0
37,116,75,191,0
225,231,115,58,0
126,187,234,34,0
181,242,49,214,0
204,158,162,13,0
55,14,120,163,0
85,228,73,116,0
200,224,39,167,0
48,126,248,67,0
200,118,71,185,0
133,100,12,149,0
203,202,68,59,0
16,170,143,170,0
53,91,125,106,0
36,88,158,10,0
58,130,150,27,0
206,17,49,204,0
243,117,141,33,0
148,8,18,196,0
246,250,164,141,0
157,33,110,50,0
22,148,104,116,0
200,19,139,112,0
83,207,45,176,0
156,186,92,25,0
20,231,77,83,0
70,7,99,90,0
241,194,16,42,0
154,252,235,108,0
7,123,194,202,0
215,55,139,92,0
62,132,224,205,0
76,102,203,93,0
133,148,234,200,0
217,167,89,16,0
253,227,86,159,0
99,53,239,226,0
247,60,9,165,0
248,111,242,213,0
241,42,29,20,0
199,117,10,131,0
199,171,237,120,0
38,50,180,150,0
174,60,36,15,0
151,181,160,54,0
240,144,122,214,0
198,29,221,138,0
241,126,164,236,0
191,63,244,211,0
190,185,125,217,0
173,152,137,32,0
101,214,214,113,0
11,251,126,247,0
223,191,133,18,0
86,19,224,225,0
208,180,198,187,0
203,183,43,146,0
156,47,6,188,0
69,249,46,166,0
153,196,27,117,0
149,16,1,133,0
153,200,196,157,0
106,124,54,122,0
36,241,71,162,0
108,249,103,62,0
101,212,198,127,0
245,167,67,72,0
40,120,189,190,0
158,147,89,15,0
15,120,141,55,0
174,182,54,110,0
96,14,244,38,0
212,223,18,77,0
57,173,73,107,0
154,43,158,119,0
75,170,129,130,0
79,244,237,178,0
85,17,169,224,0
232,247,33,206,0
217,165,39,179,0
142,122,129,193,0
116,1,75,124,0
155,44,197,180,0
155,96,61,182,0
241,170,248,192,0
29,16,11,139,0
188,185,2,242,0
149,246,28,40,0
161,211,76,53,0
113,21,123,106,0
179,219,167,226,0
157,245,32,249,0
71,211,220,71,0
156,227,161,210,0
101,155,152,47,0
177,97,133,179,0
156,226,99,244,0
177,120,70,101,0
124,169,24,84,0
143,152,184,13,0
196,61,49,174,0
232,3,138,198,0
13,88,187,25,0
107,236,249,190,0
99,255,161,29,0
129,225,121,74,0
170,145,56,184,0
244,142,176,239,0
195,143,81,201,0
35,60,110,118,0
216,132,185,153,0
145,215,159,43,0
117,109,92,208,0
163,54,117,158,0
3,199,7,223,0
71,13,204,83,0
102,75,195,227,0
143,60,75,57,0
83,112,5,156,0
252,28,30,123,0
36,3,59,209,0
91,209,146,198,0
70,138,193,120,0
140,26,22,144,0
238,220,182,174,0
103,173,159,2,0
11,40,9,219,0
117,122,136,246,0
96,235,126,99,0
79,84,60,238,0
47,8,22,238,0
104,158,51,54,0
174,82,230,24,0
213,255,22,77,0
251,139,184,29,0
218,190,188,146,0
214,154,138,152,0
151,175,32,23,0
93,105,192,112,0
45,169,237,192,0
206,242,139,101,0
2,232,185,63,0
34,31,1,32,0
24,240,221,145,0
8,205,45,184,0
244,192,155,34,0
127,9,85,216,0
23,179,57,118,0
153,105,55,13,0
172,249,26,36,0
25,33,105,193,0
81,5,236,119,0
223,232,139,236,0
178,231,147,110,0
137,39,244,37,0
130,140,125,88,0
169,181,185,136,0
160,196,248,60,0
58,45,167,16,0
24,251,168,248,0
182,227,163,168,0
161,118,176,6,0
156,251,125,217,0
128,81,186,142,0
50,173,92,92,0
86,117,224,2,0
179,21,90,86,0
241,204,238,66,0
188,74,174,42,0
140,33,231,106,0
169,2,227,242,0
124,173,25,128,0
146,16,23,80,0
44,35,115,176,0
80,82,101,6,0
216,249,165,67,0
255,57,76,237,0
49,118,15,192,0
31,232,162,189,0
175,130,89,157,0
203,250,220,53,0
130,96,25,215,0
193,208,225,137,0
217,186,210,155,0
80,239,56,95,0
13,100,131,200,0
20,11,100,168,0
228,117,252,99,0
106,241,110,136,0
206,101,40,248,0
188,204,59,56,0
109,120,84,106,0
39,238,171,241,0
153,172,246,159,0
126,241,29,127,0
165,2,100,254,0
243,126,81,250,0
168,158,133,140,0
82,193,212,136,0
187,62,205,132,0
114,4,81,40,0
251,79,82,251,0
183,115,85,253,0
218,10,195,89,0
124,76,107,216,0
236,197,95,253,0
175,40,113,97,0
240,90,103,30,0
64,227,44,141,0
165,11,136,138,0
30,251,88,52,0
34,72,206,232,0
201,75,150,150,0
128,128,130,243,0
10,222,122,43,0
34,11,206,87,0
124,221,123,231,0
230,24,56,120,0
195,188,194,75,0
54,206,69,121,0
201,232,175,183,0
182,120,108,51,0
122,112,145,115,0
185,146,136,170,0
82,134,187,144,0
25,46,229,170,0
30,160,31,234,0
210,210,153,150,0
10,188,100,51,0
187,10,156,224,0
59,97,131,201,0
48,250,181,182,0
104,38,245,39,0
98,123,93,43,0
194,93,45,74,0
61,51,190,88,0
71,130,181,242,0
136,249,221,73,0
103,90,72,97,0
67,74,73,168,0
29,1,99,11,0
231,110,221,26,0
79,172,115,249,0
153,89,189,23,0
66,90,16,55,0
148,79,241,74,0
67,114,116,130,0
104,31,132,99,0
102,243,97,106,0
192,11,232,9,0
169,220,249,89,0
124,76,186,141,0
216,203,229,220,0
178,164,65,11,0
130,7,197,245,0
97,31,173,217,0
243,140,26,193,0
88,114,100,71,0
217,232,185,99,0
77,101,55,237,0
46,144,101,175,0
191,225,219,168,0
139,31,97,9,0
32,243,99,140,0
80,186,212,102,0
162,52,6,13,0
168,76,76,117,0
85,41,132,81,0
83,64,62,186,0
167,211,195,105,0
77,25,186,122,0
130,180,179,120,0
187,178,47,79,0
74,170,3,196,0
52,70,31,114,0
203,7,154,12,0
64,15,225,140,0
226,216,167,180,0
14,34,235,118,0
234,149,132,81,0
128,253,225,84,0
186,71,49,112,0
181,248,112,14,0
32,194,99,48,0
50,59,224,158,0
176,214,118,190,0
26,7,205,131,0
168,216,150,6,0
63,8,160,87,0
39,170,191,151,0
156,28,12,84,0
110,28,115,32,0
57,6,253,252,0
151,10,76,179,0
95,76,233,177,0
126,225,42,8,0
45,230,213,4,0
137,249,165,134,0
160,203,194,37,0
248,56,159,101,0
100,232,217,147,0
159,14,248,46,0
171,53,122,218,0
233,233,10,140,0
83,167,33,144,0
249,66,222,233,0
86,66,182,91,0
232,95,72,129,0
2,213,236,240,0
56,139,18,108,0
108,13,186,21,0
149,149,227,107,0
116,48,106,60,0
172,127,53,250,0
142,37,200,222,0
183,28,93,225,0
80,70,92,144,0
82,124,84,75,0
231,250,61,244,0
73,36,13,31,0
41,40,38,110,0
99,250,152,188,0
239,21,175,150,0
89,195,64,197,0
222,41,245,12,0
96,200,120,101,0
104,142,85,226,0
133,168,144,146,0
253,52,222,141,0
147,193,198,115,0
200,114,62,126,0
126,225,59,115,0
63,237,53,80,0
143,154,57,16,0
229,184,65,201,0
69,5,228,232,0
141,121,232,239,0
171,201,40,53,0
88,144,82,239,0
220,249,206,136,0
91,175,61,193,0
128,98,191,134,0
8,16,94,9,0
94,173,186,248,0
158,236,192,240,0
62,15,25,15,0
254,67,251,239,0
241,28,200,216,0
46,209,65,107,0
254,122,81,55,0
123,119,227,66,0
119,192,5,51,0
50,109,116,140,0
142,41,158,167,0
189,218,127,147,0
31,176,90,136,0
3,137,64,194,0
34,66,103,69,0
228,47,56,25,0
114,189,141,28,0
190,167,24,206,0
20,28,235,233,0
174,42,210,100,0
157,38,105,245,0
246,8,65,175,0
96,46,255,195,0
113,95,91,101,0
99,99,21,81,0
227,251,238,169,0
197,153,163,47,0
3,157,127,250,0
182,122,66,111,0
92,132,120,154,0
32,17,74,103,0
67,47,7,233,0
23,9,163,136,0
217,27,124,123,0
200,229,169,211,0
196,166,43,113,0
146,107,46,66,0
182,170,154,155,0
94,182,44,10,0
115,115,38,199,0
229,67,123,7,0
31,50,134,57,0
198,86,224,142,0
212,37,25,197,0
206,181,223,60,0
139,143,86,246,0
190,207,14,74,0
96,234,184,240,0
205,131,69,209,0
164,193,247,22,0
140,15,83,189,0
61,179,216,154,0
234,127,80,140,0
219,70,156,162,0
219,32,65,229,0
169,131,177,87,0
26,75,239,77,0
227,193,143,198,0
64,77,252,89,0
41,230,248,102,0
196,9,100,158,0
172,8,11,133,0
55,50,60,114,0
201,128,157,88,0
202,139,154,136,0
125,62,15,28,0
177,230,153,95,0
114,252,25,41,0
229,136,247,153,0
181,22,152,213,0
37,192,17,173,0
186,121,66,22,0
207,88,76,150,0
151,74,227,233,0
212,7,232,49,0
29,167,14,17,0
212,146,148,73,0
231,177,207,156,0
50,177,168,195,0
225,96,27,175,0
139,25,15,237,0
21,196,169,191,0
200,216,142,93,0
216,212,93,240,0
89,158,107,41,0
228,26,246,232,0
177,182,217,45,0
112,218,79,185,0
216,116,4,127,0
35,68,171,36,0
1,182,94,26,0
223,218,98,254,0
137,255,171,251,0
249,147,80,173,0
10,60,18,226,0
167,10,252,118,0
187,247,162,129,0
233,21,38,163,0
246,176,22,115,0
130,138,83,253,0
117,25,18,36,0
250,104,246,203,0
137,231,110,178,0
191,101,242,225,0
176,9,33,233,0
207,74,30,197,0
249,114,77,157,0
79,239,155,204,0
156,243,137,18,0
48,175,255,23,0
15,206,87,214,0
188,138,235,39,0
150,207,4,26,0
63,241,218,253,0
224,41,60,28,0
41,69,37,163,0
209,71,145,145,0
189,218,237,228,0
239,145,14,85,0
174,65,9,162,0
63,200,234,125,0
95,43,97,55,0
178,128,52,38,0
173,236,8,47,0
22,149,214,120,0
119,242,22,60,0
214,72,189,81,0
105,60,114,1,0
169,192,66,76,0
28,5,126,173,0
101,249,53,44,0
129,219,42,216,0
10,83,220,120,0
208,21,166,231,0
93,122,46,9,0
147,96,21,137,0
38,53,139,110,0
33,97,41,75,0
139,124,84,125,0
167,137,26,6,0
92,61,162,169,0
87,121,9,98,0
174,57,50,77,0
58,224,56,125,0
156,112,13,205,0
36,158,89,78,0
86,76,159,52,0
20,32,101,138,0
51,232,217,226,0
117,9,106,239,0
216,5,231,51,0
101,83,74,234,0
119,188,150,14,0
7,149,3,152,0
126,107,136,200,0
225,97,134,1,0
247,106,118,125,0
225,78,212,46,0
141,70,19,49,0
70,55,248,75,0
123,53,230,93,0
176,219,225,157,0
77,103,173,191,0
130,84,120,83,0
223,228,249,66,0
128,22,196,250,0
145,47,32,238,0
26,30,124,82,0
129,238,53,118,0
60,90,101,191,0
24,126,58,137,0
101,203,212,239,0
114,211,125,130,0
213,229,98,4,0
176,107,12,156,0
245,48,71,79,0
90,66,116,225,0
1,4,157,50,0
144,246,34,39,0
240,87,10,51,0
43,120,181,228,0
217,200,178,128,0
231,187,130,29,0
105,112,176,89,0
113,86,124,92,0
242,150,161,105,0
88,247,220,65,0
178,67,242,244,0
188,116,54,50,0
185,25,195,50,0
133,236,117,82,0
16,23,125,112,0
115,113,165,1,0
112,139,106,69,0
212,160,114,143,0
214,92,217,250,0
247,241,150,58,0
163,183,50,215,0
167,25,178,50,0
219,78,5,203,0
75,123,112,217,0
207,89,32,104,0
14,146,52,58,0
72,243,56,134,0
83,35,150,238,0
165,39,19,93,0
161,254,13,234,0
140,32,80,157,0
6,164,137,218,0
155,139,82,232,0
82,73,150,152,0
137,104,246,156,0
168,34,10,51,0
96,37,177,42,0
13,214,253,137,0
88,145,161,7,0
217,124,186,61,0
247,30,18,233,0
243,56,202,34,0
219,136,48,61,0
92,58,213,20,0
124,159,114,189,0
248,151,30,84,0
34,141,22,8,0
156,200,78,201,0
103,179,173,176,0
203,20,253,239,0
18,83,251,254,0
106,167,159,123,0
50,160,42,131,0
74,21,177,161,0
209,138,220,61,0
122,32,80,134,0
101,124,74,111,0
90,106,154,212,0
32,226,137,245,0
54,84,200,196,0
180,72,233,143,0
163,124,148,57,0
16,62,84,220,0
252,58,101,86,0
219,230,202,238,0
121,43,79,154,0
81,30,110,135,0
202,118,53,116,0
112,53,30,40,0
233,172,97,127,0
180,82,154,151,0
122,57,131,195,0
119,228,91,126,0
12,126,80,67,0
72,50,30,232,0
203,132,191,201,0
243,235,113,197,0
38,171,245,46,0
224,70,95,67,0
50,5,93,191,0
208,47,57,54,0
105,146,175,230,0
92,63,111,3,0
248,61,132,213,0
246,211,172,81,0
106,95,198,4,0
131,129,70,48,0
13,55,33,165,0
83,140,169,182,0
78,112,69,111,0
116,28,61,39,0
54,109,213,176,0
5,56,127,201,0
136,77,145,49,0
223,151,17,65,0
145,123,136,158,0
154,144,92,87,0
125,161,45,172,0
101,126,52,195,0
162,84,82,248,0
106,74,119,95,0
49,149,84,49,0
123,151,189,154,0
164,176,62,184,0
90,78,32,31,0
33,33,21,112,0
145,174,15,139,0
236,224,86,22,0
124,225,82,206,0
247,15,114,27,0
122,8,192,75,0
5,145,230,113,0
57,150,82,74,0
84,242,5,12,0
31,142,168,206,0
106,5,182,105,0
119,215,62,14,0
150,190,193,196,0
159,189,186,223,0
145,42,185,38,0
206,3,201,216,0
238,173,37,24,0
47,16,7,214,0
197,198,202,223,0
255,20,52,253,0
148,141,179,196,0
127,180,67,176,0
206,244,118,45,0
144,196,184,211,0
142,178,202,166,0
40,152,17,5,0
56,89,184,19,0
197,192,235,245,0
228,140,179,24,0
9,101,196,161,0
42,158,102,104,0
73,200,171,123,0
122,31,216,234,0
121,73,208,72,0
50,75,218,3,0
254,51,113,122,0
232,38,21,174,0
114,81,255,44,0
246,77,192,188,0
79,69,33,14,0
170,246,145,250,0
250,111,147,52,0
192,98,134,20,0
191,94,15,126,0
89,109,51,193,0
209,26,255,254,0
226,22,242,72,0
245,220,190,116,0
75,103,103,71,0
199,47,103,9,0
197,95,4,236,0
227,254,198,164,0
105,115,170,72,0
234,146,193,11,0
211,10,201,77,0
126,112,242,244,0
48,207,5,222,0
180,133,80,162,0
166,231,86,93,0
110,140,100,185,0
173,234,146,249,0
227,54,234,44,0
182,217,77,10,0
251,112,185,91,0
76,86,44,54,0
115,31,69,153,0
85,221,219,91,0
250,166,241,90,0
235,39,56,22,0
204,56,232,248,0
241,134,137,111,0
42,189,248,205,0
126,180,57,35,0
231,192,169,137,0
157,148,213,120,0
63,31,68,94,0
225,122,238,218,0
126,203,194,147,0
185,133,183,243,0
32,81,193,204,0
4,248,241,220,0
156,150,97,239,0
79,2,17,36,0
103,40,171,56,0
238,11,18,78,0
147,96,81,211,0
37,110,111,188,0
151,217,238,179,0
228,175,151,41,0
91,90,45,116,0
128,87,161,201,0
233,7,192,111,0
15,214,66,210,0
224,1,56,172,0
13,146,228,178,0
249,159,145,252,0
231,61,197,217,0
117,75,112,68,0
78,153,242,90,0
210,153,79,120,0
223,112,47,120,0
207,45,65,229,0
49,63,86,21,0
84,125,227,247,0
100,72,191,58,0
44,131,139,182,0
105,71,112,172,0
58,95,119,114,0
85,183,173,31,0
66,125,171,211,0
69,220,16,160,0
58,143,66,95,0
253,168,35,237,0
130,216,88,170,0
146,130,26,184,0
222,234,178,65,0
218,129,39,54,0
186,209,255,143,0
236,43,126,40,0
163,248,75,105,0
143,120,241,219,0
33,41,109,244,0
89,252,18,28,0
250,26,27,229,0
96,80,38,113,0
38,28,115,47,0
125,176,76,69,0
160,52,92,39,0
4,225,133,213,0
108,98,196,128,0
70,222,14,131,0
126,121,89,223,0
135,2,203,182,0
211,16,184,170,0
129,210,56,114,0
28,218,41,105,0
18,241,222,167,0
201,247,102,20,0
6,197,192,173,0
196,23,255,58,0
44,199,249,240,0
205,221,130,128,0
222,171,158,196,0
182,227,105,21,0
25,249,106,69,0
156,181,8,245,0
181,189,134,195,0
75,162,212,4,0
22,225,96,140,0
171,213,74,45,0
88,152,10,179,0
89,176,146,199,0
78,168,173,245,0
255,245,96,225,0
77,160,210,16,0
137,195,66,169,0
150,201,197,143,0
205,69,33,39,0
204,98,175,14,0
190,39,142,217,0
122,54,58,65,0
241,37,251,88,0
254,137,151,81,0
111,118,159,157,0
54,143,183,174,0
183,152,139,190,0
92,156,192,154,0
185,127,239,135,0
150,164,208,110,0
197,19,182,248,0
162,122,196,138,0
236,43,28,25,0
91,69,110,74,0
190,222,76,224,0
141,129,190,145,0
244,105,156,20,0
20,183,68,114,0
55,116,149,155,0
241,209,236,162,0
82,80,186,43,0
106,166,219,3,0
235,186,165,22,0
52,4,59,236,0
55,113,197,232,0
147,72,192,39,0
163,190,126,130,0
188,17,192,188,0
106,219,5,184,0
64,72,226,131,0
168,241,23,116,0
216,114,36,137,0
61,196,85,190,0
204,11,133,171,0
208,216,213,143,0
36,107,177,38,0
20,98,67,19,0
252,1,173,234,0
120,73,205,104,0
163,179,223,160,0
224,31,181,98,0
122,187,198,218,0
10,108,180,206,0
72,120,106,45,0
43,171,89,170,0
253,210,183,234,0
193,92,180,97,0
14,155,115,88,0
47,6,116,213,0
219,45,253,199,0
111,116,159,23,0
199,220,114,137,0
179,43,207,28,0
196,95,72,133,0
179,214,87,184,0
200,224,5,7,0
51,73,6,253,0
53,74,60,30,0
127,118,60,174,0
178,102,162,183,0
189,115,139,253,0
58,151,51,100,0
144,85,24,129,0
117,178,33,88,0
128,244,17,139,0
251,167,19,236,0
200,89,126,73,0
127,65,32,97,0
62,149,8,1,0
27,87,143,62,0
142,194,117,72,0
158,121,11,132,0
51,143,100,247,0
42,146,138,51,0
211,133,68,198,0
5,144,114,251,0
149,212,12,66,0
225,54,76,29,0
223,166,247,200,0
173,12,151,208,0
170,26,42,139,0
199,53,104,152,0
228,81,190,224,0
88,248,139,92,0
34,205,10,194,0
34,13,45,214,0
74,254,112,106,0
99,199,251,92,0
43,81,86,98,0
49,193,253,160,0
184,224,150,158,0
166,35,7,215,0
148,205,112,118,0
229,120,11,89,0
129,157,92,182,0
141,238,215,7,0
219,195,210,159,0
241,196,63,212,0
101,202,16,180,0
230,206,144,90,0
52,74,175,50,0
118,113,69,165,0
247,44,196,250,0
214,37,206,13,0
115,141,32,248,0
150,196,31,48,0
1,41,37,127,0
255,113,240,221,0
107,144,116,96,0
205,150,1,116,0
234,108,6,121,0
85,90,75,147,0
99,43,147,76,0
131,232,182,209,0
183,44,225,226,0
210,143,26,79,0
19,10,190,184,0
140,169,236,169,0
220,218,52,213,0
56,152,119,3,0
22,38,158,250,0
57,157,249,174,0
176,134,75,220,0
218,98,1,204,0
125,32,247,85,0
167,148,218,96,0
162,154,112,30,0
76,175,250,68,0
221,250,23,49,0
121,211,199,244,0
1,99,136,136,0
150,21,238,141,0
89,238,54,229,0
225,114,117,14,0
76,212,217,235,0
105,108,226,13,0
30,65,122,7,0
88,39,211,118,0
73,149,2,161,0
54,182,143,26,0
209,69,193,43,0
41,51,144,148,0
217,123,25,252,0
166,77,89,229,0
1,39,86,240,0
76,86,223,37,0
99,93,118,228,0
246,124,220,57,0
181,173,75,136,0
84,85,130,26,0
173,211,5,232,0
231,108,30,18,0
55,195,87,245,0
85,77,63,232,0
11,100,227,154,0
49,81,198,191,0
75,171,206,178,0
230,61,59,141,0
71,127,88,234,0
61,127,51,79,0
77,152,109,144,0
72,9,201,48,0
225,95,83,92,0
51,93,129,83,0
34,194,246,158,0
114,245,44,53,0
41,139,119,133,0
108,241,85,76,0
130,143,123,196,0
139,132,146,134,0
193,204,193,174,0
222,198,108,135,0
120,118,254,200,0
225,50,53,29,0
203,166,201,225,0
43,221,131,80,0
37,37,140,157,0
76,57,22,166,0
244,223,53,198,0
54,130,32,211,0
193,6,119,161,0
150,30,134,91,0
87,145,52,102,0
140,111,121,113,0
132,88,20,84,0
188,36,11,120,0
233,254,171,78,0
8,170,13,249,0
201,115,13,153,0
64,95,78,52,0
39,225,131,213,0
17,122,207,203,0
159,4,48,59,0
107,66,43,184,0
172,48,107,159,0
75,111,69,56,0
35,41,206,52,0
232,170,16,87,0
210,176,178,112,0
199,255,145,63,0
4,219,168,85,0
50,45,232,145,0
221,134,231,132,0
51,175,195,108,0
162,253,69,29,0
125,175,53,186,0
213,207,14,90,0
45,137,78,15,0
90,135,19,185,0
216,109,36,36,0
214,57,199,8,0
120,99,84,230,0
103,8,90,213,0
138,37,191,34,0
69,189,109,221,0
150,1,13,86,0
34,2,86,143,0
50,210,39,70,0
109,119,208,15,0
194,102,4,179,0
198,35,66,228,0
122,2,89,190,0
117,86,202,61,0
28,202,5,206,0
125,18,34,81,0
243,236,110,195,0
136,168,222,207,0
208,66,150,141,0
102,18,30,248,0
117,98,231,129,0
183,162,128,120,0
197,201,141,155,0
190,130,186,226,0
176,202,225,181,0
114,136,38,73,0
144,97,142,193,0
193,10,215,147,0
40,104,70,59,0
164,143,185,207,0
38,208,253,39,0
216,247,163,189,0
90,109,238,38,0
7,189,216,241,0
141,202,8,142,0
47,162,112,163,0
45,35,49,214,0
99,209,4,43,0
14,236,245,81,0
132,130,12,207,0
184,199,9,9,0
110,220,45,50,0
243,134,197,238,0
149,203,199,102,0
94,165,157,71,0
56,231,57,249,0
180,94,198,221,0
249,27,186,125,0
246,101,35,91,0
1,57,223,26,0
23,188,223,252,0
209,61,202,104,0
65,94,146,148,0
235,75,204,83,0
245,217,249,85,0
97,159,49,208,0
236,159,239,138,0
232,189,31,165,0
89,1,138,126,0
177,144,8,173,0
36,38,10,169,0
193,233,224,72,0
25,103,94,85,0
246,161,45,163,0
18,86,37,126,0
77,89,34,66,0
194,156,229,251,0
108,48,95,100,0
204,148,79,250,0
180,205,255,198,0
33,53,202,186,0
98,174,215,49,0
11,184,19,53,0
207,250,45,173,0
114,20,164,250,0
163,142,174,30,0
90,40,2,97,0
116,184,52,146,0
178,209,190,89,0
227,70,33,154,0
184,195,87,159,0
212,157,76,110,0
109,26,132,6,0
165,152,187,21,0
217,54,44,226,0
95,34,156,215,0
91,166,1,111,0
164,220,225,13,0
137,121,3,50,0
184,9,54,185,0
181,73,133,140,0
225,161,51,98,0
115,143,162,215,0
133,223,136,234,0
244,213,112,66,0
23,33,250,72,0
183,8,245,81,0
172,28,251,62,0
1,5,210,160,0
237,116,125,213,0
153,212,158,26,0
40,72,186,28,0
221,239,27,9,0
51,14,205,22,0
252,179,80,25,0
